ax,ay,az,gx,gy,gz,temp,time
14744,224,9420,590,-2383,52,2720,175401
14648,288,9688,520,-1605,4,2736,175422
14576,260,9812,425,-1865,-40,2640,175443
14596,188,9864,593,-2113,41,2720,175464
14764,204,9568,588,-3044,10,2704,175485
14896,260,9164,544,-2144,15,2720,175506
14960,292,9152,325,-1610,-133,2768,175527
15168,224,8476,-631,-2611,-573,2704,175548
14992,308,9512,171,-2776,-236,2704,175569
15088,336,8560,-187,-3282,-374,2704,175590
15352,260,8256,305,-1292,-75,2720,175611
14492,196,10264,-507,-1658,-467,2736,175632
14544,284,9792,-33,-2609,-284,2784,175653
14844,300,9352,567,-3412,-3,2784,175674
15532,292,7904,579,-3167,2,2704,175695
15328,280,8336,608,-2271,31,2704,175716
15380,336,8120,622,-3236,-19,2704,175737
15424,276,8060,629,-3341,-19,2672,175758
15640,312,7484,635,-3022,49,2736,175779
15740,292,7308,583,-1531,33,2736,175800
15640,244,7736,533,-697,38,2768,175821
15624,224,7536,505,-908,24,2784,175842
15508,232,7768,565,-1523,57,2720,175863
15732,288,7380,607,-1581,19,2784,175884
15688,316,7324,563,-1340,28,2736,175905
15736,328,7228,558,-1174,25,2720,175926
15628,312,7480,535,-1730,40,2704,175947
15468,368,7628,496,-3594,-7,2720,175968
16620,556,5196,-1225,-2125,-510,2720,175989
16204,324,6176,616,-1832,46,2704,176010
15964,324,6704,596,-669,50,2768,176031
15652,328,7156,582,-1813,35,2816,176052
15924,284,6496,596,-2778,49,2656,176073
15888,280,6408,651,-2641,34,2720,176094
16124,300,5948,603,-1810,49,2736,176115
16060,320,6048,575,-62,50,2736,176136
15728,264,6928,539,-1226,43,2656,176157
15936,372,6280,616,-3303,1,2720,176178
16440,368,5208,625,-2006,45,2736,176199
16188,240,5800,551,-423,19,2672,176220
16096,328,5676,498,-326,34,2736,176241
16524,196,5076,8,218,-57,2816,176262
15880,-4,6576,-669,1596,-182,2720,176283
15928,-268,6724,3404,4164,814,2720,176304
13460,264,5036,4367,7003,1193,2704,176325
16740,468,3492,1805,6306,450,2736,176346
15192,260,8136,548,220,85,2720,176367
15984,252,6636,567,-2399,11,2672,176388
15892,308,6776,544,-1323,51,2768,176409
16240,340,5664,538,-249,51,2768,176430
16128,348,5936,458,1032,92,2768,176451
15704,300,7092,490,-119,47,2640,176472
16016,396,6248,571,-1735,66,2720,176493
16116,336,6028,595,-725,62,2704,176514
16188,304,6036,613,-228,48,2736,176535
15936,248,6404,1700,-1212,381,2720,176556
15772,372,6848,668,-2961,39,2672,176577
16204,252,5672,639,-4508,-1,2720,176598
16496,320,4940,690,-2121,72,2736,176619
15988,528,6480,1976,-4133,222,2784,176640
12092,124,7184,-343,-7240,-394,2704,176661
16392,-684,6584,-750,-5120,-274,2720,176682
16280,528,4172,-237,-4771,-137,2736,176703
15844,1132,2572,650,-7382,-107,2736,176724
14632,1012,1200,1014,-9546,-240,2720,176745
17816,-200,3732,-1411,-7173,57,2656,176766
16592,616,3904,-1048,-5997,-153,2704,176787
16784,128,3512,90,-3691,-36,2672,176808
16684,336,2904,626,-2431,33,2816,176829
16660,332,2752,589,-2039,39,2736,176850
16312,292,3336,575,-3239,34,2704,176871
16780,340,2044,-1070,-2561,-84,2704,176892
16968,364,1624,541,-1582,40,2784,176913
16740,352,2104,431,-12,51,2704,176934
16168,492,2688,-1539,-1923,25,2736,176955
16664,96,3168,-609,-2712,1,2672,176976
16612,-284,2336,-1145,-1861,-6,2720,176997
15932,576,2108,-528,-1691,54,2736,177018
16676,288,1868,-506,-76,51,2672,177039
16464,324,2660,-1278,-477,60,2720,177060
16280,460,2524,-2400,-568,64,2720,177081
16652,-108,2516,-1443,-1393,98,2736,177102
16280,816,104,191,-760,64,2704,177123
16472,740,1036,455,-599,20,2720,177144
16820,288,1428,528,927,80,2768,177165
16408,160,2564,1333,657,81,2720,177186
16452,364,2324,598,-269,67,2736,177207
16612,304,1848,776,-1084,3,2704,177228
16548,44,2024,1084,-417,13,2704,177249
16552,184,2172,1882,-1313,-29,2816,177270
16376,304,2476,614,-2918,34,2736,177291
16740,288,1376,626,-3753,23,2720,177312
16556,328,1356,748,-3349,6,2720,177333
16668,288,856,658,-3357,-16,2736,177354
16484,432,1244,623,-2800,23,2672,177375
16460,244,1084,657,-4325,-14,2768,177396
16628,288,28,742,-3327,25,2672,177417
16220,668,-580,634,-3074,37,2704,177438
16560,956,236,-402,-5469,168,2704,177459
17272,-176,1420,-99,-4515,128,2784,177480
16160,544,-1620,-574,-5578,180,2704,177501
16592,92,-544,429,-4409,42,2704,177522
16344,740,-1420,10,-4445,105,2736,177543
17720,-264,952,-897,-4494,300,2720,177564
16492,248,-1524,-188,-3464,175,2720,177585
16720,204,-800,-603,-3391,268,2704,177606
16436,-92,-1064,224,-3103,115,2784,177627
16476,236,-1696,430,-2467,72,2736,177648
16212,364,-2352,288,-2220,99,2720,177669
16236,276,-2720,-312,-34,245,2720,177690
16536,360,-1104,-354,-638,290,2704,177711
16516,-24,-1580,92,-1083,117,2720,177732
16532,184,-2092,391,-1366,31,2704,177753
17356,868,-2268,490,-1026,-434,2720,177774
15876,780,-2668,691,347,-905,2736,177795
15944,360,-3184,1019,-733,-1096,2768,177816
16132,764,-1496,127,-2457,-587,2704,177837
17124,468,-1208,127,-1314,-727,2704,177858
16332,24,-3280,751,-580,-842,2736,177879
16176,92,-3064,158,-2975,195,2736,177900
16548,680,-1664,90,-2326,782,2736,177921
16300,912,-2304,-422,-1839,490,2640,177942
15920,584,-2452,71,-1033,159,2640,177963
16076,376,-3008,386,-2143,338,2640,177984
15756,280,-3104,495,-1887,424,2720,178005
15736,212,-3192,698,-2505,761,2736,178026
16052,640,-3048,880,-2731,664,2784,178047
15892,728,-3540,1046,-2477,405,2704,178068
15488,532,-4380,1106,-3095,127,2736,178089
15032,576,-3748,1205,-4665,38,2784,178110
15876,64,-2220,382,-3670,311,2720,178131
16420,-296,-2984,390,-1636,441,2720,178152
15316,36,-4296,458,-2078,1099,2704,178173
14984,844,-4896,1154,-2930,751,2672,178194
14956,936,-4268,555,-3588,516,2720,178215
15144,536,-4168,474,-2813,-9,2720,178236
14904,-296,-4576,845,-3164,-154,2720,178257
15092,-528,-5188,740,-2660,415,2704,178278
14792,148,-6052,1078,-2276,425,2704,178299
14636,548,-5592,1902,-4052,-35,2704,178320
15488,652,-4468,2207,-4387,-563,2720,178341
15312,296,-4560,1447,-2952,-899,2768,178362
15264,-340,-5136,1395,-2139,-921,2720,178383
14572,-588,-6592,1371,-1628,-389,2736,178404
14288,-232,-6884,1298,-2199,-157,2720,178425
15260,324,-6292,1855,-4338,123,2816,178446
15784,692,-5060,1536,-4311,-328,2656,178467
14800,568,-6128,1568,-3582,-1076,2704,178488
14160,736,-6672,941,-3116,-843,2720,178509
13944,472,-8052,1237,-4606,-1360,2720,178530
14448,440,-7116,1209,-6742,-1402,2736,178551
14944,156,-6124,1160,-6625,-1070,2656,178572
14812,-160,-6704,1314,-7061,-654,2640,178593
13380,-376,-8484,1472,-6752,-504,2768,178614
12544,-196,-8360,886,-7701,156,2736,178635
13500,4,-7188,633,-4821,536,2704,178656
13512,32,-7236,-302,-1354,1066,2736,178677
13460,72,-7692,-15,-259,789,2720,178698
12788,124,-8892,538,-290,372,2656,178719
12868,316,-9080,935,-1288,-67,2768,178740
12388,-28,-8500,527,-1621,277,2720,178761
14048,220,-8008,406,-1065,431,2736,178782
13732,220,-8472,818,-848,168,2816,178803
12948,160,-9884,1402,-2137,-63,2784,178824
12300,144,-9344,1346,-3174,-82,2736,178845
13324,432,-8548,1045,-3278,24,2720,178866
12816,-20,-8744,995,-2504,110,2704,178887
12188,-308,-9424,1444,-3547,244,2720,178908
11676,-8,-9804,1574,-3783,283,2720,178929
11648,572,-10064,1615,-5512,484,2720,178950
12076,628,-9048,908,-6297,185,2720,178971
12796,284,-8972,314,-4984,-141,2656,178992
11676,-704,-9508,-29,-4888,-475,2672,179013
10816,-1228,-10432,632,-3053,-309,2704,179034
11120,-704,-10120,598,-3618,222,2704,179055
11808,-128,-9660,858,-2423,140,2704,179076
11524,268,-10048,327,-3144,39,2704,179097
11128,464,-10156,398,-2590,-289,2656,179118
11608,224,-10116,599,-2841,-735,2720,179139
11312,-380,-10656,564,-2668,-444,2704,179160
11120,-584,-10792,1199,-3019,77,2720,179181
10724,-444,-11504,1009,-2722,761,2784,179202
10796,-12,-11396,686,-3108,766,2768,179223
10728,360,-10968,833,-2312,62,2704,179244
10364,264,-11196,533,-2194,-594,2656,179265
10208,220,-11308,323,-1968,-941,2720,179286
9408,-92,-11272,-367,-2115,-976,2736,179307
9904,-208,-11760,-245,-1738,-955,2704,179328
10284,-360,-11280,-41,-2278,-932,2704,179349
10636,-316,-11592,-225,-1981,-826,2720,179370
10428,-484,-11652,383,-2126,-801,2736,179391
10156,-408,-11408,594,-2099,-556,2704,179412
9420,-232,-11796,1018,-2611,-407,2704,179433
9316,228,-11724,393,-1833,-54,2720,179454
9352,516,-11788,418,-2059,-370,2736,179475
9444,508,-11972,1,-2167,-454,2656,179496
9704,332,-11888,-123,-2106,-522,2640,179517
9440,116,-11932,-157,-2033,-384,2736,179538
8884,152,-12532,316,-2777,-307,2656,179559
9120,528,-11948,488,-2772,115,2720,179580
8996,716,-12416,641,-2724,117,2672,179601
8816,628,-12180,678,-3045,-249,2736,179622
8004,284,-12368,601,-3354,-190,2720,179643
8332,152,-12292,502,-3467,45,2736,179664
8408,32,-12396,901,-3294,122,2704,179685
8160,96,-12956,1146,-3429,417,2736,179706
8748,492,-12848,1612,-3876,54,2720,179727
7972,236,-12808,1323,-4560,-411,2720,179748
7624,72,-12984,865,-3890,-129,2768,179769
7440,-228,-13000,1502,-4231,-133,2736,179790
6836,-392,-12808,1474,-4712,202,2720,179811
7164,-440,-12620,866,-2635,1028,2736,179832
6980,-132,-13344,839,-2362,946,2736,179853
6616,108,-13772,1121,-2992,723,2720,179874
6864,364,-12756,781,-2825,755,2704,179895
6804,204,-13220,491,-2295,512,2720,179916
6412,-264,-13804,661,-1862,575,2720,179937
6604,-372,-13912,553,-1286,964,2656,179958
6832,-84,-13188,723,-1411,1016,2720,179979
6116,76,-13544,526,-1104,1011,2720,180000
5904,192,-13620,526,-1587,838,2704,180021
6356,-8,-13752,498,-1518,667,2720,180042
6020,-216,-13464,596,-1860,588,2672,180063
6072,-356,-13676,845,-1389,811,2720,180084
5760,-372,-14220,1087,-1903,1021,2736,180105
5648,232,-14120,717,-2119,1083,2720,180126
6140,404,-14076,502,-2007,607,2736,180147
5688,-108,-14192,84,-1883,381,2704,180168
5760,-804,-14172,-116,-1723,323,2720,180189
5368,-992,-13696,284,-1751,466,2672,180210
5748,-268,-13484,463,-1612,760,2704,180231
5916,4,-13748,576,-1038,721,2768,180252
4960,-300,-14024,601,-1552,668,2704,180273
5284,-144,-14032,614,-1952,437,2704,180294
5356,72,-13964,490,-1941,184,2704,180315
4908,-52,-14080,459,-2107,-29,2720,180336
4692,-360,-13896,445,-2205,-217,2704,180357
4752,-632,-13776,586,-2190,-154,2736,180378
4228,-504,-14092,483,-1604,238,2720,180399
3984,-24,-14420,332,-1840,327,2720,180420
4100,-12,-14164,196,-1839,217,2784,180441
4596,112,-14168,76,-1573,317,2720,180462
4052,-268,-15136,330,-2282,59,2720,180483
4120,-36,-14860,537,-2994,-206,2736,180504
3848,-252,-14252,568,-3483,-649,2656,180525
3608,-556,-14140,504,-3436,-763,2704,180546
3920,-588,-13952,9,-2125,-126,2704,180567
3968,-700,-14304,334,-1766,-194,2704,180588
3560,-868,-14332,578,-1107,99,2704,180609
3008,-476,-14360,933,-1427,304,2736,180630
3548,496,-14372,806,-1627,578,2720,180651
3280,504,-14788,225,-789,639,2736,180672
2892,288,-15232,245,-1415,315,2704,180693
2476,-216,-14844,558,-1869,196,2720,180714
2580,-276,-14112,423,-2492,441,2672,180735
2792,188,-14212,290,-2627,502,2720,180756
2752,76,-14476,-387,-2441,218,2720,180777
2160,-404,-14216,-570,-2470,39,2640,180798
2428,-972,-14172,-302,-2318,-43,2720,180819
3132,-828,-14608,330,-1731,457,2704,180840
3020,-468,-14656,856,-1097,751,2672,180861
1972,240,-15036,834,-1271,722,2656,180882
1652,316,-14944,618,-1623,351,2672,180903
2344,352,-14180,404,-1285,524,2736,180924
1624,-672,-14708,879,-1349,184,2704,180945
2100,-788,-14084,1181,-1084,708,2704,180966
2068,-648,-14392,1673,-1039,725,2656,180987
1560,-508,-14704,1886,-986,832,2672,181008
1544,-348,-14332,1867,-1442,652,2672,181029
1716,44,-14656,1296,-1238,363,2736,181050
1444,-400,-14564,773,-1316,14,2704,181071
2024,-488,-14444,802,-759,177,2784,181092
828,-860,-14924,1148,-809,343,2720,181113
1116,-192,-15324,1160,-857,742,2704,181134
1628,132,-15156,792,-370,672,2704,181155
1284,-168,-15044,564,-386,394,2704,181176
1056,-688,-15072,296,-424,456,2720,181197
1072,-800,-14812,317,-286,716,2704,181218
1080,-180,-14508,105,-690,433,2720,181239
1556,-244,-14432,-352,-470,-65,2672,181260
1132,-1136,-14516,-387,-263,45,2736,181281
832,-1460,-14684,483,-337,-24,2736,181302
1316,-816,-14472,977,402,466,2720,181323
988,-312,-14900,1049,484,514,2736,181344
1664,-76,-14732,831,1037,295,2720,181365
564,-268,-15268,470,449,-115,2640,181386
796,-504,-14556,353,526,-108,2656,181407
724,-612,-14816,318,914,181,2720,181428
564,-620,-15012,507,428,-65,2736,181449
1160,-164,-14892,433,223,144,2720,181470
1056,-176,-14756,187,17,-136,2720,181491
1728,-276,-14692,172,145,-303,2704,181512
1428,-816,-14556,309,169,-126,2720,181533
1392,-468,-14636,520,-147,-62,2720,181554
1168,-312,-14508,660,-584,-26,2704,181575
1296,-232,-14104,561,-419,57,2720,181596
596,-324,-14900,696,-295,175,2784,181617
788,-340,-14728,704,-432,242,2704,181638
1164,-420,-14596,652,-360,181,2720,181659
712,-564,-14784,451,-392,432,2720,181680
1012,-400,-14900,652,-623,76,2720,181701
1084,-856,-14844,676,-100,151,2640,181722
832,-1040,-14880,858,-102,131,2704,181743
896,-580,-14712,700,464,324,2768,181764
476,-572,-14844,663,372,192,2720,181785
784,-396,-14852,570,514,230,2720,181806
524,-476,-14820,479,87,-190,2640,181827
1148,-532,-14196,173,438,38,2640,181848
544,-1084,-14724,390,460,-63,2704,181869
896,-996,-14800,718,373,178,2704,181890
1272,-480,-14216,725,901,129,2656,181911
540,-460,-14932,608,644,-74,2704,181932
764,-236,-14900,323,681,-62,2736,181953
1376,-336,-14532,233,756,-344,2704,181974
936,-676,-14464,280,1479,-41,2736,181995
412,-680,-15180,543,1242,11,2736,182016
1280,-200,-14752,499,1291,215,2720,182037
1688,-132,-14428,364,2076,175,2656,182058
1588,-748,-15780,306,3401,624,2704,182079
1300,-608,-15744,226,2098,328,2704,182100
2156,-456,-14740,136,2978,666,2720,182121
2280,-332,-13576,-33,4971,649,2768,182142
1336,-952,-14584,-760,6545,1054,2704,182163
832,-1180,-14212,87,3524,124,2704,182184
1380,-756,-14468,593,3331,814,2784,182205
2312,228,-15000,175,3687,672,2720,182226
2676,564,-15236,-181,3206,148,2736,182247
3080,24,-14700,23,3274,-75,2704,182268
2656,-444,-15356,-545,3457,-636,2720,182289
2368,-564,-14608,-293,2635,-376,2720,182310
2592,-220,-13924,-27,3186,-157,2720,182331
2968,-140,-13228,-95,4738,414,2672,182352
3404,52,-14096,-880,7474,631,2656,182373
3668,-52,-15852,-25,6323,-74,2640,182394
2812,-444,-14728,219,2874,-1177,2704,182415
3900,4,-13648,-272,5453,-719,2720,182436
4680,448,-13460,-724,6496,-485,2736,182457
5268,148,-13636,-723,8910,-328,2704,182478
4196,156,-15840,-654,5309,-1018,2672,182499
4296,128,-13756,-392,4772,-1063,2704,182520
5696,284,-12916,-376,6724,-66,2736,182541
6812,680,-12424,-1388,8364,419,2720,182562
6452,884,-14304,869,7615,-1078,2736,182583
4708,-148,-13496,2624,4220,-1472,2704,182604
5772,-1116,-15244,869,6380,-67,2736,182625
6492,-60,-13664,684,4598,307,2720,182646
7884,1300,-12768,995,6028,575,2720,182667
8292,1312,-13032,1110,4689,-655,2704,182688
7452,28,-14224,1184,5113,-1775,2672,182709
5148,-576,-15104,321,3221,-626,2704,182730
7332,384,-12576,100,4018,166,2736,182751
8148,420,-12224,-130,5772,209,2784,182772
9588,168,-12228,-1199,7111,-149,2704,182793
8840,-488,-12832,77,5927,-979,2704,182814
7392,-784,-12940,619,6515,194,2720,182835
7528,400,-12256,403,6760,1476,2704,182856
9664,1288,-11532,-217,9570,1763,2768,182877
10828,1464,-12368,-1485,9708,45,2704,182898
9744,172,-11852,-766,7903,-1189,2720,182919
8832,-400,-11900,-517,7074,-1351,2736,182940
9616,-176,-10888,-283,7968,-397,2736,182961
11416,976,-9572,153,8806,54,2768,182982
12200,1180,-8580,715,9670,-799,2736,183003
12880,728,-9368,1214,11420,-3246,2704,183024
11164,316,-11640,3388,9071,-5270,2672,183045
7216,-380,-13368,1341,5731,-2221,2720,183066
10608,1096,-9676,-917,5697,532,2704,183087
13568,3016,-7252,-765,7726,-90,2672,183108
15296,2504,-7900,196,8849,-1227,2736,183129
13312,1440,-9572,1865,5888,-4064,2736,183150
10408,212,-10900,1778,5156,-3226,2720,183171
11484,300,-10136,6,4086,8,2736,183192
13384,1156,-6708,412,5467,1391,2736,183213
15024,1120,-6428,1126,8957,2464,2656,183234
14040,1120,-10040,861,7675,1091,2640,183255
12488,808,-9704,928,5613,1003,2704,183276
12932,1232,-8276,-24,5781,1705,2704,183297
14252,1888,-6176,-600,7192,1716,2672,183318
15596,1860,-4552,-979,10018,2256,2736,183339
16040,540,-7540,711,10252,-739,2640,183360
12136,-776,-8932,1710,6745,-1044,2704,183381
12840,-124,-8156,-422,6278,1642,2768,183402
15228,996,-4332,-657,6326,2202,2720,183423
16728,1292,-2788,-776,9019,1944,2704,183444
16960,596,-4336,1014,9217,-37,2656,183465
13700,-624,-6136,2500,6715,-618,2704,183486
13592,-440,-5316,965,6412,2153,2784,183507
15276,688,-3352,879,6519,2787,2736,183528
15888,1180,-2716,-433,8170,1972,2720,183549
16592,1172,-2768,-307,9440,1059,2656,183570
15756,668,-3760,1788,7588,-254,2720,183591
14840,-168,-3956,2369,6145,-295,2656,183612
14800,76,-3712,1350,5817,660,2640,183633
16396,632,-2328,366,5950,912,2720,183654
17016,1124,-1052,-85,7126,302,2768,183675
17548,644,-352,888,7890,-281,2736,183696
16872,-292,-2080,2364,6872,-1659,2704,183717
14996,-760,-3568,2679,5742,-972,2736,183738
15084,-248,-2584,1371,3786,901,2704,183759
16820,892,124,812,4050,1734,2736,183780
17384,1920,1772,469,6171,1440,2720,183801
18132,1236,1304,1102,8766,-35,2784,183822
17120,-56,-620,2884,8660,-1496,2720,183843
15100,-252,-2112,2560,6375,-817,2720,183864
15788,-52,-376,666,5577,643,2720,183885
16760,632,1224,-516,6281,1629,2672,183906
17660,768,2740,-813,7894,1118,2720,183927
17780,252,2696,-99,9989,385,2720,183948
16852,-364,2572,-281,11355,-368,2736,183969
16368,-564,2048,-442,12589,200,2784,183990
16032,-112,2432,-611,10733,1114,2704,184011
16416,288,3372,-434,8738,1361,2720,184032
16664,320,4488,553,9444,897,2704,184053
16540,852,4040,1375,8504,90,2720,184074
16220,696,4468,1100,8034,-378,2640,184095
16436,520,4540,1293,8460,-1210,2656,184116
15720,112,4428,985,8779,-1609,2656,184137
15380,192,4684,929,6588,-1326,2672,184158
15808,36,6132,1062,5891,-1166,2736,184179
15680,444,6136,1290,7028,-886,2704,184200
15848,712,6640,234,7865,-20,2784,184221
16300,232,6952,594,7347,10,2704,184242
16072,-156,7476,2108,5743,-460,2704,184263
14928,-124,6940,2225,6243,466,2656,184284
15180,764,7088,39,5551,1552,2704,184305
16300,1120,8516,-734,5117,1508,2720,184326
16664,692,9828,193,5819,571,2768,184347
16228,340,9412,1210,6849,21,2736,184368
15444,-100,8760,733,7298,447,2768,184389
14856,-360,8192,582,8036,975,2704,184410
14696,472,8400,-69,7447,1296,2720,184431
14884,1032,9472,-302,6603,792,2720,184452
15132,368,10960,220,6301,89,2656,184473
14836,-116,11340,989,7765,-150,2640,184494
13844,-180,10080,765,8703,205,2704,184515
13416,396,9252,-377,8622,995,2704,184536
13396,1096,9568,-733,6916,781,2640,184557
13636,800,11368,-250,6287,-63,2672,184578
13756,-180,12672,428,6839,-607,2736,184599
12792,-128,11980,232,7815,-196,2720,184620
13128,-308,11988,487,9111,95,2704,184641
13096,-376,11508,1365,7210,-108,2720,184662
13052,452,12852,671,6457,160,2608,184683
13732,160,14836,423,7324,98,2640,184704
12876,16,13828,1788,8227,-219,2720,184725
11352,1224,11460,2229,8018,-126,2736,184746
11032,1772,12048,325,6374,-51,2720,184767
11428,260,13392,326,6356,-464,2720,184788
11344,-252,13876,199,5675,-670,2656,184809
11272,-692,13984,649,5972,-471,2640,184830
11492,24,14620,652,5214,-449,2720,184851
11284,180,14668,775,5915,-635,2704,184872
10864,40,14632,827,5435,-939,2704,184893
11040,560,15592,830,6403,-847,2704,184914
10988,948,15580,1444,6828,-1292,2720,184935
10460,472,15104,1365,6419,-1226,2720,184956
9816,532,15200,877,6378,-701,2720,184977
10092,1776,15860,540,6458,-863,2720,184998
10036,1256,16496,793,6892,-1631,2672,185019
9332,648,15972,1164,7179,-1669,2720,185040
8476,152,15596,570,6986,-1110,2704,185061
8476,1248,15548,708,6064,-991,2704,185082
8136,952,16072,720,6613,-1037,2704,185103
8216,744,16548,754,5930,-1120,2704,185124
7444,996,15644,999,5302,-1096,2704,185145
6900,1060,15432,1404,4503,-1155,2704,185166
6964,892,15468,1706,3062,-1455,2736,185187
7936,1352,17492,1491,2719,-1315,2816,185208
7944,568,18004,2300,4768,-1295,2736,185229
7044,0,16320,1195,4107,8,2720,185250
6780,880,16096,337,2603,824,2640,185271
7072,1924,16904,850,1692,343,2736,185292
6772,1912,16944,1217,3116,-258,2720,185313
6932,1960,16564,871,3061,-546,2720,185334
6400,1164,16792,211,3628,212,2656,185355
6760,1692,16728,-1111,2987,963,2704,185376
6936,1472,17872,-1740,3854,1264,2720,185397
6584,996,17312,-1090,2937,667,2704,185418
6232,908,17168,-1476,2868,904,2640,185439
6732,1008,18244,-1220,2374,689,2656,185460
6360,1268,17956,-930,2913,145,2720,185481
5712,1564,17124,-1403,2552,-33,2736,185502
5604,-2080,18224,-2701,3406,679,2656,185523
4436,-2636,15848,-4514,4417,2550,2704,185544
5940,940,17676,-2824,1136,1702,2704,185565
5564,892,17848,-89,1281,16,2704,185586
5204,912,17136,-2952,2747,810,2672,185607
7008,-568,23128,-2252,11164,955,2672,185628
5232,604,17504,-2947,8188,1166,2704,185649
4112,-260,17104,-2015,5419,837,2816,185670
3928,-1068,17692,-1389,5737,791,2720,185691
3840,-964,18220,382,6344,417,2656,185712
3848,-12,17852,326,5416,127,2640,185733
3372,-52,17088,-1363,4492,-147,2704,185754
3424,144,17520,-733,4638,-373,2656,185775
2964,-944,18400,1705,4501,-487,2736,185796
3012,-1172,18160,53,6271,-113,2656,185817
2172,-960,17856,-1332,7396,-222,2704,185838
2124,-792,18732,-385,7935,-473,2768,185859
1860,-1340,17880,1714,3098,-721,2640,185880
2236,-360,18360,125,1204,385,2720,185901
2896,-624,17748,-1709,3020,379,2720,185922
2292,-900,17884,-1625,2619,-706,2736,185943
1708,-404,18328,-1741,3838,-1237,2656,185964
1844,272,18704,-1553,6270,-1806,2720,185985
676,-512,17952,-1543,10913,-3639,2720,186006
-2956,-2564,17936,-726,8722,-721,2704,186027
1080,-2180,18396,-362,7597,1376,2736,186048
-964,-2064,19060,1560,6289,1828,2640,186069
-1032,-1424,18468,3755,5668,802,2704,186090
-604,-136,17880,5437,4753,1337,2720,186111
-412,252,17912,3600,8892,2475,2704,186132
-1744,-12,19308,-1728,10445,2702,2720,186153
-2560,-1216,19312,-4024,8878,1929,2720,186174
-984,-1388,18712,-4640,7434,1824,2704,186195
-792,-1164,17672,-3592,6325,269,2672,186216
-2192,-1548,18764,-5337,3089,-5856,2672,186237
-1032,-2252,18044,-4342,4791,-2125,2704,186258
-2308,-2312,18520,-3975,8007,2587,2704,186279
-4568,-3020,16732,91,7171,1559,2704,186300
-3044,-2036,17224,2737,4866,318,2656,186321
-2920,-1680,17176,3548,4333,1259,2720,186342
-4044,-2172,18040,3642,4395,2129,2608,186363
-4020,-2188,18224,3053,3166,1833,2704,186384
-4292,-1988,18380,4056,3146,1629,2720,186405
-4512,-1512,18316,4721,5065,2122,2704,186426
-4840,-672,17720,3500,5770,891,2704,186447
-4220,-776,17752,1666,5691,1038,2720,186468
-3856,-936,17528,627,5710,1975,2720,186489
-4620,-1020,17340,-563,6496,2804,2656,186510
-5500,-788,16728,-217,7983,3261,2656,186531
-6852,-1260,17372,1759,9019,3376,2720,186552
-7404,-944,16684,5027,8267,2491,2720,186573
-6540,-452,17444,6545,7611,772,2704,186594
-5988,400,16776,3952,7610,1008,2720,186615
-7252,-92,15592,4060,9187,1360,2736,186636
-8100,-8,16828,5648,4959,2329,2656,186657
-10028,-520,16312,4945,1733,-919,2704,186678
-7660,284,16344,3030,3809,-1355,2720,186699
-6808,384,16376,1217,3859,547,2720,186720
-7240,192,16428,-718,4697,1030,2720,186741
-7820,348,16088,-1321,7050,2072,2672,186762
-8904,784,15512,-600,5558,2191,2720,186783
-8888,436,16004,-46,5200,3224,2736,186804
-8916,276,15960,-210,4680,2517,2704,186825
-9548,440,16336,248,3594,747,2704,186846
-9504,844,16064,-428,4214,-271,2704,186867
-9568,204,15480,-579,4692,-445,2656,186888
-9572,356,15124,-427,3860,-1991,2656,186909
-9964,-52,14936,-795,3593,-3289,2736,186930
-10072,-108,15356,-1102,5600,-2110,2640,186951
-10196,164,14908,-1076,5242,-205,2720,186972
-9736,68,14912,-1300,5202,780,2672,186993
-10148,-96,14700,-1280,6018,-506,2672,187014
-10076,-72,14460,-1996,9431,-2450,2704,187035
-10704,-1112,14004,-2675,12370,-1439,2704,187056
-11500,-52,13232,-3446,11905,-1265,2656,187077
-11148,-292,14244,-1460,8727,-231,2736,187098
-12256,-708,12684,-639,7968,-686,2656,187119
-12520,-884,13356,-500,7651,-790,2736,187140
-11640,-620,12100,-593,8345,-505,2704,187161
-11604,-1160,11724,-1109,8117,-303,2720,187182
-10160,-1192,11752,-646,7817,-2256,2736,187203
-12284,-1104,11656,-374,6797,-3728,2720,187224
-13468,-1004,11432,138,5853,-3239,2720,187245
-14212,-1408,11800,352,4676,-2658,2720,187266
-13472,-1564,11320,578,4683,-1699,2704,187287
-13828,-1268,11184,771,4498,940,2672,187308
-13016,-2032,11432,1207,4939,1551,2656,187329
-13032,-1200,10000,-139,6340,-62,2736,187350
-14792,-1580,10296,-563,7486,966,2656,187371
-13804,-1288,10152,-964,7841,2834,2704,187392
-14244,-1272,9964,23,5323,4202,2720,187413
-15552,-944,9608,-863,5919,4412,2656,187434
-14336,-776,9800,-527,6889,2495,2656,187455
-14864,-1732,9512,-834,6202,2875,2720,187476
-15044,-1056,9268,-167,4163,2617,2720,187497
-14608,-688,8952,92,3375,1077,2736,187518
-14808,-640,8408,12,4193,293,2640,187539
-14928,-168,7912,-816,3840,711,2736,187560
-14996,-888,8592,-708,3258,1168,2704,187581
-15040,-724,8408,-479,4747,611,2640,187602
-15548,-1376,8428,-345,4422,774,2784,187623
-14100,-688,7856,15,4243,403,2784,187644
-14500,-604,7120,-654,4652,-594,2720,187665
-15852,-804,6616,-2534,6497,-2360,2720,187686
-15624,-1648,6068,-2703,7071,-1569,2704,187707
-15716,-1704,6984,-2002,6053,-514,2736,187728
-14924,-1444,6912,-604,5217,-500,2768,187749
